dateIDd,avgTemp,maxTemp,minTemp,avgDewPoint,avgHumRel,maxHumRel,minHumRel,sumPrecipitationHgt,timePrecipitation,precipitationToday,avgWindDir,avgWindSpd,maxWindSpd,avgVis,avgPkpa,avgHmdx,avgWindChill,maxWindChill,minWindChill,Rain,Snow,Thunderstorm,Drizzle,Fog,percentCloudy,percentSunny,dateIDm,Year,Month,Day,Weekday,Holiday,Duration,Volume
20170504,10.788888888888891,15.866666666666665,3.0666666666666664,-0.6625,48.18055555555557,75.0,27.66666666666667,0.0,0.0,0.0,19.4375,6.875000000000001,20.33333333333333,27.662500000000005,101.60958333333332,,,,,1,0,0,0.0,0.0,0.375,0.08333333333333333,201705,2017,5,4,1,0,787.5621301775147,18421
20170505,8.588888888888887,10.5,7.433333333333333,6.8125,88.79166666666669,95.0,70.66666666666667,14.75,0.7916666666666666,1.0,10.236111111111109,14.041666666666664,19.666666666666668,15.495833333333335,100.56541666666668,,,,,1,0,0,0.0,0.6666666666666666,0.0,0.0,201705,2017,5,5,1,0,601.6425679583574,5187
20170506,13.408333333333333,20.83333333333333,6.866666666666667,10.402777777777779,83.58333333333334,97.0,52.33333333333334,4.1,0.25,1.0,11.5,16.097222222222225,22.66666666666667,19.26458333333334,98.98375,,,,,1,0,0,0.04166666666666666,0.08333333333333333,0.5416666666666666,0.0,201705,2017,5,6,0,0,840.9761070404587,12556
20170507,8.355555555555554,12.066666666666668,5.033333333333334,4.955555555555555,79.83333333333333,95.0,63.33333333333334,7.95,0.375,1.0,24.152777777777768,17.250000000000004,27.0,19.479166666666668,99.4375,,,,,2,0,0,0.04166666666666666,0.3333333333333333,0.2916666666666667,0.0,201705,2017,5,7,0,0,689.9857927411654,8376
20170508,3.441666666666668,5.0,1.8,-1.5930555555555557,70.05555555555556,81.66666666666667,60.0,0.1,0.04166666666666666,1.0,25.652777777777786,14.402777777777779,20.33333333333333,21.108333333333345,100.34666666666664,,,,,0,0,0,0.04166666666666666,0.0,0.375,0.16666666666666666,201705,2017,5,8,1,0,656.0863781781445,11878
20170509,4.688888888888889,7.599999999999999,0.9333333333333332,-1.4402777777777775,65.77777777777776,87.33333333333331,49.0,0.2,0.08333333333333333,1.0,24.77083333333333,6.0138888888888875,11.0,20.100000000000012,101.06597222222223,,,,,0,0,0,0.0,0.0,0.4166666666666667,0.16666666666666666,201705,2017,5,9,1,0,675.0389459968147,13814
20170510,8.424999999999999,11.6,4.1000000000000005,0.9916666666666668,60.29166666666666,74.33333333333333,50.33333333333334,0.0,0.0,0.0,18.250000000000004,10.166666666666666,17.333333333333332,26.15,101.30124999999998,,,,,0,0,0,0.0,0.0,0.4166666666666667,0.0,201705,2017,5,10,1,0,710.6033879580187,16293
20170511,9.629166666666665,13.1,6.566666666666666,5.533333333333334,75.97222222222223,88.66666666666669,62.66666666666666,0.0,0.0,0.0,3.875,15.694444444444445,21.66666666666667,22.45208333333333,101.31333333333336,,,,,0,0,0,0.0,0.0,0.4166666666666667,0.16666666666666666,201705,2017,5,11,1,0,726.6148496017122,16822
20170512,12.677777777777774,17.833333333333332,7.466666666666666,7.1291666666666655,70.5277777777778,90.66666666666669,51.33333333333334,0.0,0.0,0.0,5.125,12.041666666666664,16.333333333333332,27.662500000000005,101.13152777777779,,,,,0,0,0,0.0,0.0,0.125,0.375,201705,2017,5,12,1,0,807.4431834438034,20971
20170513,13.74722222222222,18.2,9.3,8.448611111111111,72.00000000000001,93.66666666666669,49.66666666666666,0.75,0.04166666666666666,1.0,18.64583333333333,11.430555555555555,23.33333333333333,23.704166666666666,100.66319444444444,,,,,1,0,0,0.0,0.16666666666666666,0.375,0.0,201705,2017,5,13,0,0,836.5715499215892,15304
20170514,10.222222222222221,11.666666666666664,8.733333333333333,7.905555555555555,85.75,93.0,75.33333333333333,3.1500000000000004,0.4583333333333333,1.0,15.85416666666667,11.604166666666664,18.0,19.172916666666673,100.09402777777777,,,,,1,0,0,0.0,0.08333333333333333,0.20833333333333331,0.0,201705,2017,5,14,0,0,676.3827448825388,7279
20170515,15.463888888888887,21.133333333333333,9.233333333333333,7.295833333333335,61.33333333333334,93.33333333333331,38.333333333333336,0.5499999999999999,0.125,1.0,26.13888888888889,17.402777777777775,25.33333333333333,23.4625,100.04055555555556,,,,,1,0,0,0.0,0.0,0.375,0.08333333333333333,201705,2017,5,15,1,0,762.6927810130754,18202
20170516,16.704166666666666,22.16666666666667,10.1,7.809722222222222,57.29166666666666,81.0,39.333333333333336,0.0,0.0,0.0,25.41666666666667,13.083333333333336,23.66666666666667,26.65416666666667,100.72486111111107,,,,,0,0,0,0.0,0.0,0.08333333333333333,0.4583333333333333,201705,2017,5,16,1,0,845.9558335460813,23502
20170517,21.89583333333333,29.266666666666666,14.2,12.855555555555556,57.25000000000001,72.66666666666667,43.0,0.0,0.0,0.0,20.465277777777775,16.86111111111111,31.66666666666667,20.100000000000012,100.3,29.800000000000004,,,,0,0,0,0.0,0.0,0.3333333333333333,0.125,201705,2017,5,17,1,0,889.7835633626097,25504
20170518,25.13333333333334,29.899999999999995,20.2,15.408333333333333,55.73611111111111,76.0,41.333333333333336,0.35,0.125,1.0,21.63888888888889,21.33333333333333,33.333333333333336,20.100000000000012,99.94319444444449,29.52083333333333,,,,1,0,0,0.0,0.0,0.20833333333333331,0.3333333333333333,201705,2017,5,18,1,0,831.6237439050244,23585
20170519,14.994444444444444,20.3,9.366666666666667,4.861111111111111,53.72222222222222,77.33333333333333,27.0,0.2,0.08333333333333333,1.0,19.152777777777775,18.152777777777782,23.0,22.11666666666667,100.82902777777781,25.0,,,,0,0,0,0.0,0.0,0.16666666666666666,0.375,201705,2017,5,19,1,0,806.0158730158729,22239
20170520,11.558333333333332,17.566666666666666,5.766666666666667,-1.1166666666666667,42.95833333333334,59.66666666666666,26.66666666666667,0.0,0.0,0.0,14.138888888888886,11.472222222222221,22.0,27.058333333333334,102.25972222222224,,,,,0,0,0,0.0,0.0,0.04166666666666666,0.3333333333333333,201705,2017,5,20,0,0,1005.7372049102928,21180
20170521,14.769444444444444,19.9,8.799999999999997,1.9875,44.569444444444436,75.33333333333333,25.66666666666667,0.1,0.04166666666666666,1.0,10.527777777777779,10.0,15.333333333333336,25.141666666666666,102.01972222222223,,,,,1,0,0,0.0,0.0,0.375,0.08333333333333333,201705,2017,5,21,0,0,992.5823577906018,18195
20170522,11.620833333333332,13.300000000000002,9.7,9.961111111111109,89.69444444444441,96.33333333333331,76.0,6.949999999999998,0.4583333333333333,1.0,17.555555555555557,15.833333333333336,26.66666666666667,17.377083333333342,100.9352777777778,,,,,1,0,0,0.08333333333333333,0.25,0.25,0.0,201705,2017,5,22,1,1,667.9789071347677,7064
20170523,15.6625,19.866666666666667,11.033333333333333,9.190277777777778,66.59722222222221,85.0,50.0,0.0,0.0,0.0,23.250000000000004,12.291666666666664,20.33333333333333,25.64583333333333,100.51125,,,,,0,0,0,0.0,0.0,0.25,0.08333333333333333,201705,2017,5,23,1,0,838.0061179832984,22393
20170524,18.0375,24.133333333333336,10.833333333333336,10.220833333333337,62.64583333333332,92.33333333333331,40.0,0.0,0.0,0.0,11.145833333333336,6.722222222222222,11.666666666666664,20.76666666666668,100.279375,25.33333333333333,,,,0,0,0,0.0,0.0,0.2916666666666667,0.125,201705,2017,5,24,1,0,825.8786525296376,23956
20170525,15.329166666666666,20.266666666666666,12.7,10.331250000000002,73.7013888888889,94.33333333333331,44.0,12.1,0.3333333333333333,1.0,7.402777777777778,16.0,22.66666666666667,19.362500000000004,100.26861111111113,,,,,2,0,0,0.0,0.25,0.2916666666666667,0.08333333333333333,201705,2017,5,25,1,0,729.1631233595799,15240
20170526,12.793055555555556,14.0,11.766666666666666,10.09861111111111,83.85416666666664,93.33333333333331,71.33333333333333,1.5000000000000002,0.25,1.0,7.493055555555557,16.895833333333336,30.5,18.866666666666678,99.97673611111112,,,,,1,0,0,0.04166666666666666,0.08333333333333333,0.3333333333333333,0.0,201705,2017,5,26,1,0,688.0285447895001,13943
20170527,16.680555555555557,21.899999999999995,11.233333333333334,10.333333333333336,67.95833333333334,89.33333333333331,44.0,0.0,0.0,0.0,23.277777777777768,7.944444444444445,12.0,27.058333333333334,100.57847222222219,,,,,0,0,0,0.0,0.0,0.25,0.25,201705,2017,5,27,0,0,990.9133755274263,23700
20170528,19.565277777777773,25.23333333333333,12.6,10.844444444444445,59.75000000000001,85.33333333333333,31.33333333333333,0.0,0.0,0.0,19.26388888888889,10.486111111111109,15.333333333333336,27.495833333333334,100.5659722222222,26.0,,,,0,0,0,0.0,0.0,0.2916666666666667,0.20833333333333331,201705,2017,5,28,0,0,1094.2080598699254,33673
20170529,15.129166666666661,18.933333333333334,12.766666666666666,11.7375,81.04166666666666,93.33333333333331,62.0,9.349999999999998,0.4166666666666667,1.0,15.277777777777779,16.527777777777782,24.33333333333333,20.247916666666672,100.66069444444445,,,,,2,0,0,0.08333333333333333,0.25,0.3333333333333333,0.0,201705,2017,5,29,1,0,726.5745594418105,11179
20170530,14.749305555555555,17.766666666666673,12.5,12.46944444444444,86.19444444444444,93.66666666666669,77.66666666666667,4.6,0.25,1.0,16.756944444444443,16.743055555555557,22.33333333333333,21.68333333333334,100.90111111111112,,,,,2,0,1,0.0,0.0,0.2916666666666667,0.08333333333333333,201705,2017,5,30,1,0,709.9006660323503,15765
20170531,17.304166666666664,22.8,13.266666666666666,11.086111111111109,70.16666666666666,94.0,40.333333333333336,3.55,0.08333333333333333,1.0,20.19444444444445,13.826388888888893,24.33333333333333,23.32708333333333,100.58750000000002,25.0,,,,1,0,1,0.0,0.0,0.16666666666666666,0.25,201705,2017,5,31,1,0,791.3141136374247,21419
20170601,15.281944444444447,17.966666666666672,11.533333333333333,7.420138888888889,60.56944444444446,79.33333333333333,40.333333333333336,0.0,0.0,0.0,23.85416666666667,18.840277777777775,37.5,26.11666666666667,100.42756944444444,,,,,0,0,0,0.0,0.0,0.375,0.08333333333333333,201706,2017,6,1,1,0,776.8964365745419,22759
20170602,11.261111111111115,15.033333333333333,8.5,6.825,75.33333333333333,91.0,50.0,1.55,0.16666666666666666,1.0,25.236111111111107,11.986111111111107,20.666666666666668,22.01875,100.63388888888888,,,,,1,0,0,0.0,0.16666666666666666,0.125,0.16666666666666666,201706,2017,6,2,1,0,737.4238655833748,18093
20170603,13.152777777777779,17.066666666666666,9.833333333333334,8.488888888888889,73.93055555555556,88.66666666666669,60.0,0.1,0.04166666666666666,1.0,29.222222222222232,10.75,15.666666666666664,21.108333333333334,100.77166666666665,,,,,1,0,0,0.0,0.0,0.4166666666666667,0.0,201706,2017,6,3,0,0,851.6826309067688,17226
20170604,16.552777777777774,22.23333333333333,11.4,10.225,67.52777777777779,86.66666666666669,43.33333333333334,0.0,0.0,0.0,23.506944444444446,7.583333333333332,17.666666666666668,25.64583333333334,100.67680555555555,,,,,0,0,0,0.0,0.0,0.3333333333333333,0.125,201706,2017,6,4,0,0,968.0308100289296,20740
20170605,14.229166666666664,15.866666666666665,12.333333333333336,12.297222222222222,88.375,95.33333333333331,80.0,34.35,0.5416666666666666,1.0,8.124999999999998,13.486111111111114,25.0,15.69375,100.42083333333336,,,,,3,0,0,0.0,0.6666666666666666,0.16666666666666666,0.0,201706,2017,6,5,1,0,678.5353284490253,8053
20170606,12.426388888888884,15.4,11.033333333333333,9.927777777777775,85.15277777777777,95.33333333333331,70.0,13.85,0.5,1.0,10.756944444444445,13.722222222222221,23.0,17.462500000000002,100.81347222222222,,,,,2,0,0,0.0,0.5,0.20833333333333331,0.08333333333333333,201706,2017,6,6,1,0,720.1014931680519,14198
20170607,17.283333333333335,24.566666666666666,8.4,10.470833333333333,66.2361111111111,89.33333333333331,46.0,0.0,0.0,0.0,22.76388888888889,12.513888888888893,19.666666666666668,27.69791666666667,100.93138888888888,26.23809523809524,,,,0,0,0,0.0,0.16666666666666666,0.0,0.4166666666666667,201706,2017,6,7,1,0,854.4805454820188,26472
20170608,20.994444444444444,27.566666666666666,14.8,12.3,58.84722222222222,77.33333333333333,41.333333333333336,0.0,0.0,0.0,22.98611111111111,12.66666666666667,18.0,25.14166666666667,100.68513888888887,27.384615384615387,,,,0,0,0,0.0,0.0,0.20833333333333331,0.25,201706,2017,6,8,1,0,853.5767406768699,27834
20170609,20.556944444444444,24.5,15.666666666666664,10.327777777777778,52.72222222222222,71.0,39.66666666666666,0.0,0.0,0.0,24.430555555555557,13.874999999999998,25.66666666666667,27.662500000000005,99.90777777777778,25.5,,,,1,0,0,0.0,0.0,0.375,0.125,201706,2017,6,9,1,0,828.5842641509433,26500
20170610,19.284722222222214,24.766666666666666,10.0,9.383333333333333,54.111111111111114,74.33333333333333,36.333333333333336,0.0,0.0,0.0,21.08333333333333,8.208333333333334,15.0,27.495833333333334,100.59208333333332,26.84848484848485,,,,0,0,0,0.0,0.0,0.20833333333333331,0.2916666666666667,201706,2017,6,10,0,0,941.4036576168927,26520
20170611,25.53611111111111,29.03333333333333,20.63333333333333,16.018055555555556,55.86111111111111,70.0,45.66666666666666,0.0,0.0,0.0,21.625,24.277777777777768,34.0,25.64583333333333,100.33333333333336,30.305555555555557,,,,0,0,0,0.0,0.0,0.16666666666666666,0.3333333333333333,201706,2017,6,11,0,0,931.7211117628481,22163
20170612,26.127777777777773,30.766666666666666,20.5,17.770833333333332,60.81944444444443,88.0,47.33333333333334,2.65,0.04166666666666666,1.0,22.20833333333334,17.972222222222218,26.0,25.54583333333333,100.4815277777778,31.97222222222223,,,,0,0,0,0.0,0.0,0.16666666666666666,0.2916666666666667,201706,2017,6,12,1,0,823.7172202611322,23513
20170613,23.583333333333343,26.0,18.066666666666666,11.802777777777779,49.63888888888889,78.33333333333333,29.0,0.0,0.0,0.0,24.652777777777786,13.347222222222225,20.0,20.033333333333346,100.64166666666668,27.75438596491228,,,,0,0,0,0.0,0.0,0.16666666666666666,0.2916666666666667,201706,2017,6,13,1,0,824.4688689809632,26790
20170614,16.372222222222213,20.466666666666665,12.333333333333336,4.348611111111111,45.29166666666666,57.66666666666666,35.666666666666664,0.0,0.0,0.0,10.840277777777779,12.194444444444446,20.33333333333333,28.100000000000005,101.33486111111112,,,,,0,0,0,0.0,0.0,0.08333333333333333,0.4583333333333333,201706,2017,6,14,1,0,809.1023235031278,26856
20170615,17.943055555555556,22.93333333333333,10.633333333333333,6.055555555555557,47.88888888888889,75.33333333333333,29.33333333333333,0.0,0.0,0.0,7.1736111111111125,10.638888888888893,14.666666666666664,27.662500000000005,101.11541666666666,,,,,1,0,0,0.0,0.0,0.3333333333333333,0.20833333333333331,201706,2017,6,15,1,0,818.7188308886972,27816
20170616,16.647222222222222,18.166666666666668,14.5,13.991666666666667,84.58333333333333,94.66666666666669,67.33333333333333,27.25,0.375,1.0,16.750000000000004,17.694444444444443,25.33333333333333,17.450000000000006,100.55819444444442,,,,,3,0,0,0.0,0.25,0.3333333333333333,0.0,201706,2017,6,16,1,0,725.4702964157261,16126
20170617,21.933333333333334,27.16666666666667,16.900000000000002,17.166666666666664,75.0972222222222,89.0,57.0,0.0,0.0,0.0,16.63888888888889,9.736111111111107,12.333333333333336,25.141666666666666,100.46291666666664,30.86666666666667,,,,0,0,0,0.0,0.0,0.4583333333333333,0.125,201706,2017,6,17,0,0,929.2013444693421,24545
20170618,26.073611111111113,30.93333333333333,21.5,20.54166666666666,72.37500000000001,87.66666666666669,56.0,0.25,0.04166666666666666,1.0,17.888888888888886,18.347222222222218,25.33333333333333,23.629166666666674,99.85180555555556,34.111111111111114,,,,1,0,0,0.0,0.0,0.20833333333333331,0.25,201706,2017,6,18,0,0,877.7611413169757,21519
20170619,22.89722222222223,24.93333333333333,20.566666666666666,18.281944444444445,75.72222222222223,90.0,59.33333333333334,0.7999999999999999,0.16666666666666666,1.0,20.722222222222214,14.180555555555555,21.0,24.6375,99.95875,29.26388888888889,,,,1,0,0,0.0,0.0,0.4166666666666667,0.0,201706,2017,6,19,1,0,781.9262534264744,22618
20170620,20.27361111111111,23.43333333333333,17.566666666666666,15.601388888888884,75.20833333333333,95.0,59.0,14.550000000000002,0.16666666666666666,1.0,21.652777777777786,16.430555555555557,25.33333333333333,22.01875,100.11430555555555,25.78205128205128,,,,2,0,1,0.0,0.08333333333333333,0.2916666666666667,0.08333333333333333,201706,2017,6,20,1,0,778.5710336657123,20258
20170621,18.498611111111103,21.899999999999995,15.5,12.87222222222222,71.0138888888889,88.33333333333331,44.66666666666666,0.0,0.0,0.0,23.38888888888889,18.13888888888889,27.33333333333333,23.125,100.40472222222222,25.0,,,,1,0,0,0.0,0.0,0.3333333333333333,0.20833333333333331,201706,2017,6,21,1,0,782.3798712159224,23916
20170622,19.772222222222226,23.8,15.133333333333335,13.183333333333332,67.48611111111113,92.0,42.66666666666666,0.0,0.0,0.0,22.88888888888889,12.388888888888893,24.0,27.495833333333334,100.6172222222222,25.4,,,,0,0,0,0.0,0.0,0.20833333333333331,0.25,201706,2017,6,22,1,0,818.0104264336346,26663
20170623,20.465277777777775,24.73333333333333,16.599999999999998,18.655555555555555,89.7222222222222,96.66666666666669,70.0,12.999999999999995,0.5416666666666666,1.0,19.472222222222225,9.833333333333332,13.666666666666664,18.76458333333334,99.69666666666667,30.71428571428571,,,,2,0,0,0.0,0.25,0.16666666666666666,0.0,201706,2017,6,23,1,0,753.5046528274875,13970
20170624,21.466666666666665,25.9,18.1,15.670833333333334,71.1388888888889,96.0,46.33333333333334,0.0,0.0,0.0,25.88888888888889,12.75,24.0,24.70833333333333,99.66958333333334,27.711111111111112,,,,0,0,0,0.0,0.0,0.20833333333333331,0.2916666666666667,201706,2017,6,24,0,1,1020.1714793222807,21956
20170625,17.948611111111113,22.43333333333333,14.666666666666664,13.195833333333333,74.6111111111111,90.33333333333331,52.0,0.5,0.04166666666666666,1.0,23.58333333333334,12.16666666666667,19.33333333333333,22.95833333333334,100.58875,25.125,,,,2,0,0,0.0,0.0,0.25,0.16666666666666666,201706,2017,6,25,0,0,922.3721654458528,22799
20170626,17.666666666666668,21.133333333333336,13.4,9.033333333333333,60.40277777777778,94.66666666666669,36.333333333333336,4.65,0.08333333333333333,1.0,25.430555555555554,11.013888888888886,16.666666666666668,27.662500000000005,100.77013888888891,,,,,1,0,0,0.0,0.0,0.16666666666666666,0.25,201706,2017,6,26,1,0,855.1756739381991,23333
20170627,16.445833333333333,20.366666666666664,13.666666666666664,11.965277777777775,75.3611111111111,88.33333333333331,53.33333333333334,7.9,0.08333333333333333,1.0,20.923611111111114,10.833333333333336,21.66666666666667,23.839583333333334,100.73125,,,,,3,0,1,0.0,0.08333333333333333,0.375,0.0,201706,2017,6,27,1,0,780.8914466050958,21547
20170628,17.454166666666666,21.899999999999995,13.333333333333336,12.359722222222222,73.2361111111111,91.33333333333331,52.66666666666666,0.1,0.04166666666666666,1.0,23.51388888888889,14.361111111111114,25.0,24.772916666666664,100.91069444444445,25.0,,,,1,0,0,0.0,0.0,0.25,0.25,201706,2017,6,28,1,0,783.2544826725465,24037
20170629,17.00277777777778,20.83333333333333,14.666666666666664,13.294444444444444,79.54166666666669,95.66666666666669,61.66666666666666,2.3,0.20833333333333331,1.0,19.26388888888888,11.874999999999998,23.66666666666667,18.7,100.97888888888887,,,,,1,0,0,0.0,0.08333333333333333,0.3333333333333333,0.0,201706,2017,6,29,1,0,722.3511407273547,17708
20170630,19.119444444444444,22.53333333333333,15.9,17.970138888888886,93.05555555555559,97.33333333333331,85.33333333333333,9.45,0.20833333333333331,1.0,14.229166666666664,5.729166666666668,8.333333333333334,11.5875,100.58875,28.538461538461537,,,,1,0,1,0.0,1.6666666666666667,0.16666666666666666,0.04166666666666666,201706,2017,6,30,1,0,761.9594155844156,17248
20170701,21.226388888888884,23.83333333333333,19.4,19.825000000000006,91.70833333333331,97.0,86.33333333333331,3.0,0.3333333333333333,1.0,18.180555555555557,8.847222222222221,14.666666666666664,17.704166666666673,100.39277777777777,29.190476190476197,,,,1,0,0,0.0,0.5833333333333334,0.25,0.16666666666666666,201707,2017,7,1,0,1,894.1395758472487,14193
20170702,20.21805555555556,23.399999999999995,18.53333333333333,16.400000000000006,79.08333333333333,92.0,62.0,0.0,0.0,0.0,22.680555555555557,16.59722222222222,23.0,20.604166666666675,100.49069444444444,26.75,,,,1,0,0,0.0,0.0,0.3333333333333333,0.04166666666666666,201707,2017,7,2,0,0,982.014170886958,21523
20170703,20.43611111111111,24.3,16.566666666666666,13.66111111111111,66.79166666666667,90.66666666666669,47.66666666666666,0.0,0.0,0.0,25.56944444444445,15.916666666666664,25.0,24.3,100.70152777777777,26.44444444444445,,,,0,0,0,0.0,0.0,0.20833333333333331,0.3333333333333333,201707,2017,7,3,1,1,913.983373718546,26825
20170704,21.036111111111115,26.03333333333333,15.6,11.02222222222222,54.30555555555557,74.33333333333333,35.333333333333336,0.0,0.0,0.0,26.23611111111111,7.5138888888888875,10.666666666666666,27.59583333333333,101.26375,26.16666666666667,,,,0,0,0,0.0,0.0,0.04166666666666666,0.4166666666666667,201707,2017,7,4,1,0,865.3399613179057,29471
