"Longitude (x)","Latitude (y)","Nom de la Station","ID climatologique","Date/Heure (HNL)","Année","Mois","Jour","Heure (HNL)","Temp (°C)","Temp Indicateur","Point de rosée (°C)","Point de rosée Indicateur","Hum. rel (%)","Hum. rel. Indicateur","Hauteur de précip. (mm)","Hauteur de précip. Indicateur","Dir. du vent (10s deg)","Dir. du vent Indicateur","Vit. du vent (km/h)","Vit. du vent Indicateur","Visibilité (km)","Visibilité Indicateur","Pression à la station (kPa)","Pression à la station Indicateur","Hmdx","Hmdx Indicateur","Refroid. éolien","Refroid. éolien Indicateur","Temps"
"-73,74","45,47","MONTREAL INTL A","7025251","2016-03-01 00:00","2016","03","01","00:00","-9,0","","-17,6","","50","","","","30","","43","","24,1","","100,79","","","","-20","","Poudrerie élevée"
"-73,74","45,47","MONTREAL INTL A","7025251","2016-03-01 01:00","2016","03","01","01:00","-9,8","","-17,2","","55","","","","29","","28","","24,1","","101,15","","","","-19","","Poudrerie élevée"
"-73,74","45,47","MONTREAL INTL A","7025251","2016-03-01 02:00","2016","03","01","02:00","-11,0","","-18,2","","56","","","","29","","29","","24,1","","101,40","","","","-21","","Poudrerie élevée"
"-73,74","45,47","MONTREAL INTL A","7025251","2016-03-01 03:00","2016","03","01","03:00","-11,8","","-18,3","","59","","","","28","","18","","24,1","","101,58","","","","-20","","Poudrerie élevée"
"-73,74","45,47","MONTREAL INTL A","7025251","2016-03-01 04:00","2016","03","01","04:00","-13,0","","-19,8","","57","","","","30","","18","","24,1","","101,69","","","","-21","","Dégagé"
"-73,74","45,47","MONTREAL INTL A","7025251","2016-03-01 05:00","2016","03","01","05:00","-13,9","","-20,3","","59","","","","30","","17","","24,1","","101,77","","","","-22","","ND"
"-73,74","45,47","MONTREAL INTL A","7025251","2016-03-01 06:00","2016","03","01","06:00","-14,4","","-21,6","","55","","","","28","","21","","24,1","","101,89","","","","-24","","ND"
"-73,74","45,47","MONTREAL INTL A","7025251","2016-03-01 07:00","2016","03","01","07:00","-14,6","","-21,8","","55","","","","27","","14","","48,3","","101,98","","","","-22","","Dégagé"
"-73,74","45,47","MONTREAL INTL A","7025251","2016-03-01 08:00","2016","03","01","08:00","-14,1","","-21,1","","56","","","","29","","14","","48,3","","102,04","","","","-22","","ND"
"-73,74","45,47","MONTREAL INTL A","7025251","2016-03-01 09:00","2016","03","01","09:00","-13,4","","-20,0","","58","","","","28","","14","","48,3","","102,01","","","","-21","","ND"
"-73,74","45,47","MONTREAL INTL A","7025251","2016-03-01 10:00","2016","03","01","10:00","-12,8","","-19,9","","56","","","","27","","12","","48,3","","102,07","","","","-19","","Généralement dégagé"
"-73,74","45,47","MONTREAL INTL A","7025251","2016-03-01 11:00","2016","03","01","11:00","-11,9","","-19,5","","54","","","","26","","14","","48,3","","102,06","","","","-19","","ND"
"-73,74","45,47","MONTREAL INTL A","7025251","2016-03-01 12:00","2016","03","01","12:00","-10,8","","-18,2","","55","","","","22","","18","","48,3","","101,97","","","","-18","","ND"
"-73,74","45,47","MONTREAL INTL A","7025251","2016-03-01 13:00","2016","03","01","13:00","-10,4","","-19,0","","50","","","","22","","17","","48,3","","101,92","","","","-18","","Nuageux"
"-73,74","45,47","MONTREAL INTL A","7025251","2016-03-01 14:00","2016","03","01","14:00","-9,9","","-19,0","","48","","","","30","","13","","48,3","","101,81","","","","-16","","ND"
"-73,74","45,47","MONTREAL INTL A","7025251","2016-03-01 15:00","2016","03","01","15:00","-9,6","","-18,2","","50","","","","32","","12","","24,1","","101,67","","","","-15","","ND"
"-73,74","45,47","MONTREAL INTL A","7025251","2016-03-01 16:00","2016","03","01","16:00","-9,8","","-17,7","","53","","","","6","","9","","24,1","","101,57","","","","-15","","Nuageux"
"-73,74","45,47","MONTREAL INTL A","7025251","2016-03-01 17:00","2016","03","01","17:00","-9,2","","-18,3","","48","","","","14","","9","","24,1","","101,51","","","","-14","","ND"
"-73,74","45,47","MONTREAL INTL A","7025251","2016-03-01 18:00","2016","03","01","18:00","-9,3","","-15,9","","59","","","","6","","12","","6,4","","101,41","","","","-15","","Neige"
