"Longitude (x)","Latitude (y)","Nom de la Station","ID climatologique","Date/Heure (HNL)","Année","Mois","Jour","Heure (HNL)","Temp (°C)","Temp Indicateur","Point de rosée (°C)","Point de rosée Indicateur","Hum. rel (%)","Hum. rel. Indicateur","Hauteur de précip. (mm)","Hauteur de précip. Indicateur","Dir. du vent (10s deg)","Dir. du vent Indicateur","Vit. du vent (km/h)","Vit. du vent Indicateur","Visibilité (km)","Visibilité Indicateur","Pression à la station (kPa)","Pression à la station Indicateur","Hmdx","Hmdx Indicateur","Refroid. éolien","Refroid. éolien Indicateur","Temps"
"-73,74","45,47","MONTREAL INTL A","7025251","2020-02-01 00:00","2020","02","01","00:00","-5,6","","-7,4","","87","","","","36","","6","","9,7","","101,65","","","","-8","","Neige"
"-73,74","45,47","MONTREAL INTL A","7025251","2020-02-01 01:00","2020","02","01","01:00","-6,0","","-7,6","","89","","","","35","","8","","9,7","","101,58","","","","-10","","Neige"
"-73,74","45,47","MONTREAL INTL A","7025251","2020-02-01 02:00","2020","02","01","02:00","-6,1","","-7,7","","89","","","","34","","4","","12,9","","101,53","","","","-8","","Neige"
"-73,74","45,47","MONTREAL INTL A","7025251","2020-02-01 03:00","2020","02","01","03:00","-6,1","","-7,8","","88","","","","34","","6","","16,1","","101,46","","","","-9","","Neige"
"-73,74","45,47","MONTREAL INTL A","7025251","2020-02-01 04:00","2020","02","01","04:00","-6,1","","-7,8","","88","","","","27","","3","","12,9","","101,45","","","","-8","","Nuageux"
"-73,74","45,47","MONTREAL INTL A","7025251","2020-02-01 05:00","2020","02","01","05:00","-6,0","","-7,6","","88","","","","28","","4","","12,9","","101,43","","","","-8","","Neige"
"-73,74","45,47","MONTREAL INTL A","7025251","2020-02-01 06:00","2020","02","01","06:00","-5,8","","-7,4","","88","","","","24","","7","","12,9","","101,40","","","","-9","","Neige"
"-73,74","45,47","MONTREAL INTL A","7025251","2020-02-01 07:00","2020","02","01","07:00","-5,9","","-7,9","","86","","","","28","","7","","11,3","","101,38","","","","-9","","Nuageux"
"-73,74","45,47","MONTREAL INTL A","7025251","2020-02-01 08:00","2020","02","01","08:00","-7,3","","-8,8","","89","","","","29","","7","","11,3","","101,34","","","","-11","","ND"
"-73,74","45,47","MONTREAL INTL A","7025251","2020-02-01 09:00","2020","02","01","09:00","-7,8","","-9,3","","89","","","","25","","9","","16,1","","101,36","","","","-12","","ND"
"-73,74","45,47","MONTREAL INTL A","7025251","2020-02-01 10:00","2020","02","01","10:00","-6,1","","-8,4","","84","","","","22","","5","","16,1","","101,31","","","","-9","","Généralement dégagé"
"-73,74","45,47","MONTREAL INTL A","7025251","2020-02-01 11:00","2020","02","01","11:00","-4,8","","-8,0","","79","","","","21","","4","","19,3","","101,21","","","","-7","","ND"
"-73,74","45,47","MONTREAL INTL A","7025251","2020-02-01 12:00","2020","02","01","12:00","-3,8","","-7,8","","74","","","","23","","6","","19,3","","101,09","","","","-6","","ND"
