"Longitude (x)","Latitude (y)","Nom de la Station","ID climatologique","Date/Heure (HNL)","Année","Mois","Jour","Heure (HNL)","Temp (°C)","Temp Indicateur","Point de rosée (°C)","Point de rosée Indicateur","Hum. rel (%)","Hum. rel. Indicateur","Hauteur de précip. (mm)","Hauteur de précip. Indicateur","Dir. du vent (10s deg)","Dir. du vent Indicateur","Vit. du vent (km/h)","Vit. du vent Indicateur","Visibilité (km)","Visibilité Indicateur","Pression à la station (kPa)","Pression à la station Indicateur","Hmdx","Hmdx Indicateur","Refroid. éolien","Refroid. éolien Indicateur","Temps"
"-73,74","45,47","MONTREAL INTL A","7025251","2020-06-01 00:00","2020","06","01","00:00","5,8","","3,5","","85","","","","28","","13","","24,1","","101,66","","","","","","ND"
"-73,74","45,47","MONTREAL INTL A","7025251","2020-06-01 01:00","2020","06","01","01:00","5,9","","3,2","","83","","","","27","","6","","24,1","","101,67","","","","","","Dégagé"
"-73,74","45,47","MONTREAL INTL A","7025251","2020-06-01 02:00","2020","06","01","02:00","4,5","","3,2","","91","","","","32","","3","","24,1","","101,68","","","","","","ND"
"-73,74","45,47","MONTREAL INTL A","7025251","2020-06-01 03:00","2020","06","01","03:00","4,4","","3,3","","92","","","","36","","1","","24,1","","101,68","","","","","","ND"
"-73,74","45,47","MONTREAL INTL A","7025251","2020-06-01 04:00","2020","06","01","04:00","2,8","","1,8","","93","","","","3","","6","","48,3","","101,73","","","","","","Généralement dégagé"
"-73,74","45,47","MONTREAL INTL A","7025251","2020-06-01 05:00","2020","06","01","05:00","5,0","","3,4","","89","","","","11","","4","","48,3","","101,76","","","","","","ND"
"-73,74","45,47","MONTREAL INTL A","7025251","2020-06-01 06:00","2020","06","01","06:00","7,5","","4,9","","84","","","","27","","5","","48,3","","101,77","","","","","","ND"
"-73,74","45,47","MONTREAL INTL A","7025251","2020-06-01 07:00","2020","06","01","07:00","8,5","","3,8","","72","","","","26","","16","","48,3","","101,78","","","","","","Généralement nuageux"
"-73,74","45,47","MONTREAL INTL A","7025251","2020-06-01 08:00","2020","06","01","08:00","10,8","","3,8","","62","","","","24","","18","","48,3","","101,74","","","","","","ND"
"-73,74","45,47","MONTREAL INTL A","7025251","2020-06-01 09:00","2020","06","01","09:00","11,8","","5,4","","65","","","","21","","18","","48,3","","101,64","","","","","","ND"
"-73,74","45,47","MONTREAL INTL A","7025251","2020-06-01 10:00","2020","06","01","10:00","13,7","","3,3","","49","","","","23","","16","","48,3","","101,58","","","","","","Généralement nuageux"
"-73,74","45,47","MONTREAL INTL A","7025251","2020-06-01 11:00","2020","06","01","11:00","14,1","","0,3","","39","","","","26","","30","","48,3","","101,53","","","","","","ND"
"-73,74","45,47","MONTREAL INTL A","7025251","2020-06-01 12:00","2020","06","01","12:00","14,1","","1,3","","42","","","","27","","34","","48,3","","101,50","","","","","","ND"
"-73,74","45,47","MONTREAL INTL A","7025251","2020-06-01 13:00","2020","06","01","13:00","13,1","","4,1","","54","","","","30","","30","","48,3","","101,49","","","","","","Nuageux"
"-73,74","45,47","MONTREAL INTL A","7025251","2020-06-01 14:00","2020","06","01","14:00","12,3","","4,1","","57","","","","27","","24","","24,1","","101,47","","","","","","Averses de pluie"
"-73,74","45,47","MONTREAL INTL A","7025251","2020-06-01 15:00","2020","06","01","15:00","11,4","","3,7","","59","","","","27","","15","","48,3","","101,43","","","","","","Averses de pluie"
"-73,74","45,47","MONTREAL INTL A","7025251","2020-06-01 16:00","2020","06","01","16:00","11,3","","5,7","","69","","","","33","","5","","48,3","","101,46","","","","","","Averses de pluie"
"-73,74","45,47","MONTREAL INTL A","7025251","2020-06-01 17:00","2020","06","01","17:00","11,1","","5,7","","69","","","","33","","9","","48,3","","101,44","","","","","","Averses de pluie"
"-73,74","45,47","MONTREAL INTL A","7025251","2020-06-01 18:00","2020","06","01","18:00","11,5","","4,0","","60","","","","31","","7","","48,3","","101,40","","","","","","ND"
"-73,74","45,47","MONTREAL INTL A","7025251","2020-06-01 19:00","2020","06","01","19:00","11,1","","4,0","","61","","","","31","","6","","48,3","","101,40","","","","","","Généralement dégagé"
"-73,74","45,47","MONTREAL INTL A","7025251","2020-06-01 20:00","2020","06","01","20:00","9,4","","3,6","","67","","","","26","","8","","48,3","","101,40","","","","","","ND"
"-73,74","45,47","MONTREAL INTL A","7025251","2020-06-01 21:00","2020","06","01","21:00","9,1","","3,9","","70","","","","36","","3","","24,1","","101,44","","","","","","ND"
"-73,74","45,47","MONTREAL INTL A","7025251","2020-06-01 22:00","2020","06","01","22:00","7,2","","4,2","","81","","","","24","","5","","24,1","","101,44","","","","","","Dégagé"
"-73,74","45,47","MONTREAL INTL A","7025251","2020-06-01 23:00","2020","06","01","23:00","7,1","","3,9","","80","","","","17","","4","","24,1","","101,38","","","","","","ND"
"-73,74","45,47","MONTREAL INTL A","7025251","2020-06-02 00:00","2020","06","02","00:00","6,9","","3,8","","81","","","","36","","3","","24,1","","101,34","","","","","","ND"
"-73,74","45,47","MONTREAL INTL A","7025251","2020-06-02 01:00","2020","06","02","01:00","6,8","","4,7","","86","","","","12","","4","","24,1","","101,31","","","","","","Généralement nuageux"
"-73,74","45,47","MONTREAL INTL A","7025251","2020-06-02 02:00","2020","06","02","02:00","6,2","","4,4","","88","","","","6","","5","","24,1","","101,29","","","","","","ND"
"-73,74","45,47","MONTREAL INTL A","7025251","2020-06-02 03:00","2020","06","02","03:00","6,2","","4,3","","88","","","","9","","8","","24,1","","101,26","","","","","","ND"
"-73,74","45,47","MONTREAL INTL A","7025251","2020-06-02 04:00","2020","06","02","04:00","7,7","","5,8","","88","","","","10","","9","","48,3","","101,23","","","","","","Généralement nuageux"
