"Longitude (x)","Latitude (y)","Nom de la Station","ID climatologique","Date/Heure (HNL)","Année","Mois","Jour","Heure (HNL)","Temp (°C)","Temp Indicateur","Point de rosée (°C)","Point de rosée Indicateur","Hum. rel (%)","Hum. rel. Indicateur","Hauteur de précip. (mm)","Hauteur de précip. Indicateur","Dir. du vent (10s deg)","Dir. du vent Indicateur","Vit. du vent (km/h)","Vit. du vent Indicateur","Visibilité (km)","Visibilité Indicateur","Pression à la station (kPa)","Pression à la station Indicateur","Hmdx","Hmdx Indicateur","Refroid. éolien","Refroid. éolien Indicateur","Temps"
"-73,74","45,47","MONTREAL INTL A","7025251","2020-10-01 00:00","2020","10","01","00:00","12,6","","9,7","","82","","","","17","","12","","24,1","","99,90","","","","","","ND"
"-73,74","45,47","MONTREAL INTL A","7025251","2020-10-01 01:00","2020","10","01","01:00","14,2","","9,6","","74","","","","20","","23","","24,1","","99,96","","","","","","Généralement nuageux"
"-73,74","45,47","MONTREAL INTL A","7025251","2020-10-01 02:00","2020","10","01","02:00","13,2","","10,5","","83","","","","24","","16","","24,1","","99,97","","","","","","ND"
"-73,74","45,47","MONTREAL INTL A","7025251","2020-10-01 03:00","2020","10","01","03:00","13,2","","10,3","","83","","","","21","","14","","24,1","","99,97","","","","","","ND"
"-73,74","45,47","MONTREAL INTL A","7025251","2020-10-01 04:00","2020","10","01","04:00","13,4","","10,4","","82","","","","22","","19","","24,1","","100,02","","","","","","Averses de pluie"
"-73,74","45,47","MONTREAL INTL A","7025251","2020-10-01 05:00","2020","10","01","05:00","12,9","","10,0","","82","","","","21","","28","","24,1","","100,11","","","","","","Averses de pluie"
"-73,74","45,47","MONTREAL INTL A","7025251","2020-10-01 06:00","2020","10","01","06:00","12,8","","9,3","","79","","","","22","","29","","24,1","","100,15","","","","","","ND"
"-73,74","45,47","MONTREAL INTL A","7025251","2020-10-01 07:00","2020","10","01","07:00","12,3","","9,6","","83","","","","22","","24","","24,1","","100,22","","","","","","Généralement dégagé"
"-73,74","45,47","MONTREAL INTL A","7025251","2020-10-01 08:00","2020","10","01","08:00","13,5","","10,1","","80","","","","23","","26","","24,1","","100,31","","","","","","ND"
"-73,74","45,47","MONTREAL INTL A","7025251","2020-10-01 09:00","2020","10","01","09:00","14,9","","10,5","","75","","","","23","","28","","24,1","","100,34","","","","","","ND"
"-73,74","45,47","MONTREAL INTL A","7025251","2020-10-01 10:00","2020","10","01","10:00","14,7","","11,0","","78","","","","22","","21","","24,1","","100,38","","","","","","Généralement nuageux"
"-73,74","45,47","MONTREAL INTL A","7025251","2020-10-01 11:00","2020","10","01","11:00","15,1","","10,4","","73","","","","22","","19","","48,3","","100,41","","","","","","ND"
"-73,74","45,47","MONTREAL INTL A","7025251","2020-10-01 12:00","2020","10","01","12:00","16,0","","11,3","","73","","","","24","","21","","48,3","","100,43","","","","","","ND"
"-73,74","45,47","MONTREAL INTL A","7025251","2020-10-01 13:00","2020","10","01","13:00","17,1","","9,4","","60","","","","22","","31","","48,3","","100,45","","","","","","Généralement nuageux"
"-73,74","45,47","MONTREAL INTL A","7025251","2020-10-01 14:00","2020","10","01","14:00","17,8","","9,7","","59","","","","24","","28","","48,3","","100,46","","","","","","ND"
"-73,74","45,47","MONTREAL INTL A","7025251","2020-10-01 15:00","2020","10","01","15:00","15,0","","10,3","","73","","","","29","","9","","48,3","","100,51","","","","","","ND"
"-73,74","45,47","MONTREAL INTL A","7025251","2020-10-01 16:00","2020","10","01","16:00","16,4","","10,2","","66","","","","21","","30","","48,3","","100,54","","","","","","Généralement dégagé"
"-73,74","45,47","MONTREAL INTL A","7025251","2020-10-01 17:00","2020","10","01","17:00","15,5","","10,8","","73","","","","21","","18","","48,3","","100,60","","","","","","ND"
"-73,74","45,47","MONTREAL INTL A","7025251","2020-10-01 18:00","2020","10","01","18:00","13,4","","9,9","","79","","","","23","","18","","24,1","","100,67","","","","","","Averses de pluie"
"-73,74","45,47","MONTREAL INTL A","7025251","2020-10-01 19:00","2020","10","01","19:00","12,2","","10,1","","86","","","","26","","9","","24,1","","100,80","","","","","","Averses de pluie"
