"Longitude (x)","Latitude (y)","Nom de la Station","ID climatologique","Date/Heure (HNL)","Année","Mois","Jour","Heure (HNL)","Temp (°C)","Temp Indicateur","Point de rosée (°C)","Point de rosée Indicateur","Hum. rel (%)","Hum. rel. Indicateur","Hauteur de précip. (mm)","Hauteur de précip. Indicateur","Dir. du vent (10s deg)","Dir. du vent Indicateur","Vit. du vent (km/h)","Vit. du vent Indicateur","Visibilité (km)","Visibilité Indicateur","Pression à la station (kPa)","Pression à la station Indicateur","Hmdx","Hmdx Indicateur","Refroid. éolien","Refroid. éolien Indicateur","Temps"
"-73,74","45,47","MONTREAL INTL A","7025251","2020-03-01 00:00","2020","03","01","00:00","-11,1","","-14,7","","75","","","","24","","18","","24,1","","101,17","","","","-19","","ND"
"-73,74","45,47","MONTREAL INTL A","7025251","2020-03-01 01:00","2020","03","01","01:00","-11,8","","-15,5","","75","","","","24","","17","","24,1","","101,20","","","","-19","","Généralement dégagé"
"-73,74","45,47","MONTREAL INTL A","7025251","2020-03-01 02:00","2020","03","01","02:00","-11,9","","-15,8","","73","","","","25","","17","","24,1","","101,21","","","","-20","","ND"
"-73,74","45,47","MONTREAL INTL A","7025251","2020-03-01 03:00","2020","03","01","03:00","-12,2","","-15,7","","76","","","","26","","13","","24,1","","101,21","","","","-19","","ND"
"-73,74","45,47","MONTREAL INTL A","7025251","2020-03-01 04:00","2020","03","01","04:00","-12,6","","-15,7","","78","","","","26","","17","","24,1","","101,24","","","","-20","","Généralement dégagé"
"-73,74","45,47","MONTREAL INTL A","7025251","2020-03-01 05:00","2020","03","01","05:00","-13,3","","-16,0","","80","","","","29","","13","","24,1","","101,31","","","","-20","","ND"
"-73,74","45,47","MONTREAL INTL A","7025251","2020-03-01 06:00","2020","03","01","06:00","-13,7","","-16,5","","80","","","","27","","14","","24,1","","101,37","","","","-21","","ND"
"-73,74","45,47","MONTREAL INTL A","7025251","2020-03-01 07:00","2020","03","01","07:00","-13,3","","-16,5","","77","","","","27","","14","","24,1","","101,42","","","","-21","","Généralement dégagé"
"-73,74","45,47","MONTREAL INTL A","7025251","2020-03-01 08:00","2020","03","01","08:00","-12,1","","-16,1","","73","","","","27","","16","","24,1","","101,49","","","","-20","","ND"
"-73,74","45,47","MONTREAL INTL A","7025251","2020-03-01 09:00","2020","03","01","09:00","-10,6","","-15,5","","68","","","","27","","21","","24,1","","101,54","","","","-19","","ND"
"-73,74","45,47","MONTREAL INTL A","7025251","2020-03-01 10:00","2020","03","01","10:00","-8,8","","-15,3","","60","","","","27","","20","","24,1","","101,55","","","","-16","","Généralement dégagé"
"-73,74","45,47","MONTREAL INTL A","7025251","2020-03-01 11:00","2020","03","01","11:00","-8,0","","-15,7","","54","","","","26","","19","","24,1","","101,54","","","","-15","","ND"
"-73,74","45,47","MONTREAL INTL A","7025251","2020-03-01 12:00","2020","03","01","12:00","-7,2","","-15,4","","53","","","","26","","23","","24,1","","101,54","","","","-15","","ND"
"-73,74","45,47","MONTREAL INTL A","7025251","2020-03-01 13:00","2020","03","01","13:00","-6,7","","-14,9","","52","","","","25","","17","","48,3","","101,50","","","","-13","","Dégagé"
"-73,74","45,47","MONTREAL INTL A","7025251","2020-03-01 14:00","2020","03","01","14:00","-6,0","","-14,1","","53","","","","26","","18","","48,3","","101,48","","","","-12","","ND"
"-73,74","45,47","MONTREAL INTL A","7025251","2020-03-01 15:00","2020","03","01","15:00","-5,3","","-13,5","","53","","","","25","","18","","48,3","","101,50","","","","-12","","ND"
"-73,74","45,47","MONTREAL INTL A","7025251","2020-03-01 16:00","2020","03","01","16:00","-5,3","","-13,4","","53","","","","25","","16","","48,3","","101,50","","","","-11","","Dégagé"
"-73,74","45,47","MONTREAL INTL A","7025251","2020-03-01 17:00","2020","03","01","17:00","-5,7","","-13,0","","57","","","","24","","19","","48,3","","101,52","","","","-12","","ND"
"-73,74","45,47","MONTREAL INTL A","7025251","2020-03-01 18:00","2020","03","01","18:00","-7,2","","-13,2","","63","","","","25","","13","","24,1","","101,54","","","","-13","","ND"
"-73,74","45,47","MONTREAL INTL A","7025251","2020-03-01 19:00","2020","03","01","19:00","-7,9","","-13,5","","64","","","","25","","8","","24,1","","101,58","","","","-12","","Dégagé"
"-73,74","45,47","MONTREAL INTL A","7025251","2020-03-01 20:00","2020","03","01","20:00","-8,0","","-13,7","","64","","","","27","","4","","24,1","","101,56","","","","-10","","ND"
"-73,74","45,47","MONTREAL INTL A","7025251","2020-03-01 21:00","2020","03","01","21:00","-6,7","","-12,8","","62","","","","16","","7","","24,1","","101,52","","","","-10","","ND"
"-73,74","45,47","MONTREAL INTL A","7025251","2020-03-01 22:00","2020","03","01","22:00","-7,3","","-12,3","","68","","","","14","","12","","24,1","","101,50","","","","-13","","Généralement nuageux"
"-73,74","45,47","MONTREAL INTL A","7025251","2020-03-01 23:00","2020","03","01","23:00","-8,0","","-13,0","","67","","","","13","","16","","24,1","","101,42","","","","-15","","ND"
"-73,74","45,47","MONTREAL INTL A","7025251","2020-03-02 00:00","2020","03","02","00:00","-7,0","","-12,6","","65","","","","11","","16","","24,1","","101,35","","","","-13","","ND"
"-73,74","45,47","MONTREAL INTL A","7025251","2020-03-02 01:00","2020","03","02","01:00","-6,7","","-12,3","","65","","","","12","","13","","24,1","","101,33","","","","-12","","Nuageux"
"-73,74","45,47","MONTREAL INTL A","7025251","2020-03-02 02:00","2020","03","02","02:00","-6,7","","-11,7","","68","","","","17","","12","","24,1","","101,28","","","","-12","","ND"
"-73,74","45,47","MONTREAL INTL A","7025251","2020-03-02 03:00","2020","03","02","03:00","-7,1","","-10,3","","78","","","","11","","12","","24,1","","101,18","","","","-12","","ND"
"-73,74","45,47","MONTREAL INTL A","7025251","2020-03-02 04:00","2020","03","02","04:00","-6,2","","-8,6","","83","","","","11","","16","","16,1","","101,03","","","","-12","","Neige"
"-73,74","45,47","MONTREAL INTL A","7025251","2020-03-02 05:00","2020","03","02","05:00","-5,3","","-7,9","","82","","","","12","","15","","24,1","","100,86","","","","-11","","Neige"
"-73,74","45,47","MONTREAL INTL A","7025251","2020-03-02 06:00","2020","03","02","06:00","-4,2","","-7,0","","81","","","","13","","21","","24,1","","100,70","","","","-11","","ND"
"-73,74","45,47","MONTREAL INTL A","7025251","2020-03-02 07:00","2020","03","02","07:00","-3,4","","-6,1","","82","","","","11","","14","","24,1","","100,61","","","","-8","","Nuageux"
"-73,74","45,47","MONTREAL INTL A","7025251","2020-03-02 08:00","2020","03","02","08:00","-2,0","","-5,1","","79","","","","11","","11","","24,1","","100,52","","","","-6","","ND"
"-73,74","45,47","MONTREAL INTL A","7025251","2020-03-02 09:00","2020","03","02","09:00","-1,1","","-4,8","","76","","","","11","","10","","48,3","","100,44","","","","-5","","ND"
