"Longitude (x)","Latitude (y)","Nom de la Station","ID climatologique","Date/Heure (HNL)","Année","Mois","Jour","Heure (HNL)","Temp (°C)","Temp Indicateur","Point de rosée (°C)","Point de rosée Indicateur","Hum. rel (%)","Hum. rel. Indicateur","Hauteur de précip. (mm)","Hauteur de précip. Indicateur","Dir. du vent (10s deg)","Dir. du vent Indicateur","Vit. du vent (km/h)","Vit. du vent Indicateur","Visibilité (km)","Visibilité Indicateur","Pression à la station (kPa)","Pression à la station Indicateur","Hmdx","Hmdx Indicateur","Refroid. éolien","Refroid. éolien Indicateur","Temps"
"-73,42","45,52","MONTREAL/ST-HUBERT","7027329","2020-04-01 00:00","2020","04","01","00:00","0,2","","-3,7","","75","","0,0","","5","","17","","16,1","","101,32","","","","","","ND"
"-73,42","45,52","MONTREAL/ST-HUBERT","7027329","2020-04-01 01:00","2020","04","01","01:00","-0,3","","-3,0","","82","","0,0","","4","","17","","16,1","","101,28","","","","-5","","ND"
"-73,42","45,52","MONTREAL/ST-HUBERT","7027329","2020-04-01 02:00","2020","04","01","02:00","-0,7","","-2,8","","86","","0,0","","2","","18","","16,1","","101,22","","","","-6","","ND"
"-73,42","45,52","MONTREAL/ST-HUBERT","7027329","2020-04-01 03:00","2020","04","01","03:00","-1,1","","-3,0","","87","","0,0","","2","","18","","16,1","","101,18","","","","-6","","ND"
"-73,42","45,52","MONTREAL/ST-HUBERT","7027329","2020-04-01 04:00","2020","04","01","04:00","-1,1","","-2,7","","89","","0,0","","3","","21","","16,1","","101,16","","","","-7","","ND"
"-73,42","45,52","MONTREAL/ST-HUBERT","7027329","2020-04-01 05:00","2020","04","01","05:00","-1,5","","-2,8","","91","","0,0","","3","","15","","16,1","","101,18","","","","-6","","ND"
"-73,42","45,52","MONTREAL/ST-HUBERT","7027329","2020-04-01 06:00","2020","04","01","06:00","-1,0","","-2,2","","92","","0,0","","2","","15","","16,1","","101,16","","","","-6","","ND"
"-73,42","45,52","MONTREAL/ST-HUBERT","7027329","2020-04-01 07:00","2020","04","01","07:00","0,3","","-1,5","","88","","0,0","","4","","18","","16,1","","101,19","","","","","","ND"
"-73,42","45,52","MONTREAL/ST-HUBERT","7027329","2020-04-01 08:00","2020","04","01","08:00","1,7","","-1,0","","82","","0,0","","5","","15","","16,1","","101,19","","","","","","ND"
"-73,42","45,52","MONTREAL/ST-HUBERT","7027329","2020-04-01 09:00","2020","04","01","09:00","3,6","","-1,2","","71","","0,0","","4","","21","","16,1","","101,16","","","","","","ND"
