"Longitude (x)","Latitude (y)","Nom de la Station","ID climatologique","Date/Heure (HNL)","Année","Mois","Jour","Heure (HNL)","Temp (°C)","Temp Indicateur","Point de rosée (°C)","Point de rosée Indicateur","Hum. rel (%)","Hum. rel. Indicateur","Hauteur de précip. (mm)","Hauteur de précip. Indicateur","Dir. du vent (10s deg)","Dir. du vent Indicateur","Vit. du vent (km/h)","Vit. du vent Indicateur","Visibilité (km)","Visibilité Indicateur","Pression à la station (kPa)","Pression à la station Indicateur","Hmdx","Hmdx Indicateur","Refroid. éolien","Refroid. éolien Indicateur","Temps"
"-73,42","45,52","MONTREAL/ST-HUBERT","7027329","2014-05-01 00:00","2014","05","01","00:00","6,1","","5,4","","95","","","","10","","15","","11,3","","101,18","","","","","","ND"
"-73,42","45,52","MONTREAL/ST-HUBERT","7027329","2014-05-01 01:00","2014","05","01","01:00","6,3","","5,4","","94","","","","9","","13","","16,1","","101,06","","","","","","ND"
"-73,42","45,52","MONTREAL/ST-HUBERT","7027329","2014-05-01 02:00","2014","05","01","02:00","6,2","","5,3","","94","","","","9","","13","","8,1","","100,94","","","","","","ND"
"-73,42","45,52","MONTREAL/ST-HUBERT","7027329","2014-05-01 03:00","2014","05","01","03:00","6,1","","5,4","","95","","","","11","","17","","9,7","","100,79","","","","","","ND"
"-73,42","45,52","MONTREAL/ST-HUBERT","7027329","2014-05-01 04:00","2014","05","01","04:00","6,3","","5,4","","94","","","","11","","11","","16,1","","100,67","","","","","","ND"
"-73,42","45,52","MONTREAL/ST-HUBERT","7027329","2014-05-01 05:00","2014","05","01","05:00","6,4","","5,5","","94","","","","10","","11","","4,8","","100,62","","","","","","ND"
"-73,42","45,52","MONTREAL/ST-HUBERT","7027329","2014-05-01 06:00","2014","05","01","06:00","6,5","","5,8","","95","","","","11","","9","","14,5","","100,54","","","","","","ND"
"-73,42","45,52","MONTREAL/ST-HUBERT","7027329","2014-05-01 07:00","2014","05","01","07:00","6,9","","6,3","","96","","","","11","","9","","12,9","","100,45","","","","","","ND"
"-73,42","45,52","MONTREAL/ST-HUBERT","7027329","2014-05-01 08:00","2014","05","01","08:00","7,9","","6,9","","94","","","","14","","11","","16,1","","100,33","","","","","","ND"
"-73,42","45,52","MONTREAL/ST-HUBERT","7027329","2014-05-01 09:00","2014","05","01","09:00","8,5","","7,4","","93","","","","17","","15","","6,4","","100,30","","","","","","ND"
